employee_id,first_name,last_name,email,hire_date,job_title,department,salary,manager_id,address,city,state,zip_code,birth_date,status
1766819875,karen,GEORGE,Karen.George@company.com,2016-11-07,Product Analyst,Analytics,92371,1766819867,857 Holmes Crest Apt. 746,Lake Thomasfurt,AZ,08155,1991-06-11,On Leave
1766819876,Shannon,ROBINSON,Shannon.Robinson@company.com,2018-06-28,IT Manager,IT,"$41,194",1766819860,198 Kimberly Mission,Christineborough,MP,83109,1977-09-26,Terminated
1766819877,nicole,WILLIAMS,Nicole.Williams@company.com,2018-03-10,Analytics Manager,Analytics,"$129,310",1766819848,80405 Reyes Lakes,South Connie,MI,85450,1973-06-07,Terminated
1766819878,Hannah,Cannon,Hannah.Cannon@company.com,2025-02-23,DevOps Engineer,IT,"$50,993",1766819863,1050 Dale Canyon Suite 491,New Amber,VA,30128,1980-12-25,On Leave
1766819879,Karen,FARRELL,Karen.Farrell@company.com,2019-03-13,HR Assistant,HR,90928,,23510 Hampton Lodge Apt. 318,South Michael,DE,36086,1992-02-22,Active
1766819880,donna,Dean,Donna@Dean,2017-07-16,Account Executive,Sales,"$119,625",1766819876,790 Karl Landing,New Lisahaven,WV,77508,1968-01-03,Active
1766819881,joseph,BERGER,Joseph.Berger@company.com,2024-07-09,Security Analyst,IT,50053,1766819856,948 Wood Walk,Stevenburgh,ID,22727,1974-08-18,Active
1766819882,Christopher,GROSS,christopher.gross@COMPANY.COM,2021-07-27,hr generalist, hr ,"$99,180",1766819868,0771 Davis Route,Wernerbury,IN,86564,1986-04-29,On Leave
1766819883,Matthew,Blankenship,Matthew.Blankenship@company.com,2023-05-08,Systems Administrator,IT,"$140,798",11738,03060 Kristen Ranch,East Charles,MT,79820,1986-08-15,ACTIVE
1766819884,Mathew,WEBB,Mathew.Webb@company.com,2025-03-26,Data Engineer,Analytics,110173,1766819851,918 Chad Run Apt. 489,West Timothy,NY,58944,1983-01-21,ACTIVE
1766819885,Dale,Reed,dale.reed@COMPANY.COM,2025-08-18,Business Intelligence Analyst,Analytics,"$50,049",1766819874,86595 Andrew Stravenue,Lake Samantha,SD,52102,1993-06-03,
1766819886,luis,KOCH,Luis.Koch@company.com,2024-12-02,IT Manager,IT,113683,1766819848,640 Cherry Cliffs Suite 668,South Melissaport,WI,29920,1966-03-28,Terminated
1766819887,Crystal,Alvarado,Crystal.Alvarado@company.com,2018-12-13,Data Engineer,Analytics,"$79,891",1766819871,29958 Jones Ville,Lindashire,OH,60521,1979-09-11,ACTIVE
1766819888,Christopher,Vazquez,christopher.vazquez@COMPANY.COM,2016-08-10,Learning & Development Lead,HR,143082,1766819874,35052 Monica Motorway,Brewermouth,ID,25675,1999-06-02,On Leave
1766819889,Reginald,Nichols,Reginald.Nichols@company.com,2024-10-13,HR Manager,HR,"$112,891",,4627 Christopher Meadows Apt. 873,Port Adamfurt,MH,71340,1973-05-04,ACTIVE
1766819890,thomas,JOHNSON,Thomas.Johnson@company.com,2018-01-06,Security Analyst,IT,143692,1766819863,6936 Roberts Ville Suite 129,South Jessicafurt,SD,87025,1977-07-25,Terminated
1766819891,wendy,ROBLES,Wendy.Robles@company.com,2023-04-06,HR Generalist,HR,114271,1766819876,816 Courtney Stravenue Apt. 900,Port Adam,MS,61666,1973-05-14,
1766819892,Sara,Davis,Sara.Davis@company.com,2021-10-05,Sales Manager,Sales,"$84,032",1766819868,498 Samuel Port Apt. 235,Kingbury,MT,37134,1976-01-22,Terminated
1766819893,Michelle,Hernandez,Michelle.Hernandez@company.com,2024-05-16,Data Engineer,Analytics,"$119,043",1766819874,50858 Caitlin Throughway,Michaelport,RI,99457,1978-04-16,Terminated
1766819893,Michelle,Hernandez,Michelle.Hernandez@company.com,2024-05-16,Data Engineer,Analytics,"$119,043",1766819874,50858 Caitlin Throughway,Michaelport,RI,99457,1978-04-16,Terminated
1766819895,Barbara,ANDERSON,Barbara.Anderson@company.com,2017-06-30,Security Analyst,IT,"$60,491",1766819823,120 Christopher Valleys Apt. 574,Chloefort,SC,10199,1982-03-07,ACTIVE
1766819896,sharon,Smith,Sharon.Smith@company.com,2021-11-30,IT Support Specialist,IT,"$73,354",1766819874,100 Joe Passage,West Benjamin,PA,08572,1965-09-26,Terminated
1766819897,Patricia,BROWN,Patricia.Brown@company.com,2019-03-27,HR Assistant,HR,"$98,709",,98297 Richardson Crossing Suite 797,Robertohaven,CA,01487,1984-08-29,Terminated
1766819898,Juan,Baxter,Juan.Baxter@company.com,2016-09-08,data analyst, analytics ,112453,1766819871,4228 Garrett Burg,Port Anna,ME,02579,1992-03-20,On Leave
1766819899,jason,Howell,Jason.Howell@company.com,2029-05-26,Learning & Development Lead,HR,81214,1766819841,81853 Lewis Square Apt. 981,New Bryan,AL,86759,1979-04-15,Terminated
1766819900,Lisa,LEE,Lisa.Lee@company.com,2025-08-24,HR Generalist,HR,"$51,040",1766819851,40240 Larson Plain Suite 016,Codyfurt,PW,16468,2000-11-06,ACTIVE
1766819901,Kayla,Perez,Kayla.Perez@company.com,2023-04-22,IT Support Specialist,IT,"$47,332",N/A,749 John Walks Suite 668,South Sandra,OR,26710,2000-05-05,Terminated
1766819902,Julia,Park,Julia.Park@company.com,2019-07-09,Data Engineer,Analytics,41528,1766819868,5593 Todd Tunnel,Hayesbury,DE,32892,1970-03-06,ACTIVE
1766819903,Eric,MOONEY,eric.mooney@COMPANY.COM,2025-03-10,Sales Manager,Sales,"$71,928",1766819867,544 Gary Summit,Sandersville,MN,31953,1969-06-07,On Leave
1766819904,Jonathan,REEVES,Jonathan@Reeves,2017-07-13,Talent Acquisition Specialist,HR,85801,1766819876,0832 Wright Loaf Suite 253,North Lindaborough,CA,83618,1982-07-12,ACTIVE
1766819905,Scott,West,scott.west@COMPANY.COM,2029-07-27,HR Assistant,HR,"$114,632",1766819870,990 Porter Fall,North Patrick,AZ,86580,1982-11-19,Terminated
1766819906,tammy,Briggs,Tammy.Briggs@company.com,2018-01-16,hr assistant, hr ,92924,1766819876,9995 Thomas Squares Apt. 344,Colleenhaven,CA,00744,1997-06-15,Active
1766819907,marissa,GARCIA,Marissa.Garcia@company.com,2025-05-10,Data Engineer,Analytics,72557,1766819858,755 Good Squares,West Jason,VI,52360,2001-09-02,
1766819908,james,YOUNG,James.Young@company.com,2018-01-13,Data Engineer,Analytics,"$112,684",1766819851,19967 Melissa Pike Apt. 344,South Feliciamouth,NV,38463,1969-10-24,ACTIVE
1766819909,Robin,Hogan,Robin.Hogan@company.com,2019-11-03,security analyst, it ,105129,1766819856,104 Eaton Square,Anthonymouth,AS,50307,1999-08-22,Active
1766819910,timothy,MATHEWS,Timothy.Mathews@company.com,2022-10-05,Data Engineer,Analytics,54809,1766819886,5194 Wolfe Junction Apt. 066,East Judy,NH,54795,1974-10-17,On Leave
1766819911,justin,Marshall,Justin.Marshall@company.com,2020-08-30,IT Manager,IT,80554,1766819868,8777 Nathan Loop,East Jamesville,DC,21083,1986-08-19,On Leave
1766819912,rebecca,Padilla,Rebecca.Padilla@company.com,2022-09-15,Product Analyst,Analytics,62778,,59416 Smith Vista Suite 698,Lake Tony,WV,22403,1996-02-24,On Leave
1766819913,michele,FOSTER,michele.foster@COMPANY.COM,2024-11-19,DevOps Engineer,IT,"$59,698",1766819889,6617 Martinez Flat,Port Sergio,ID,25789,1962-09-12,Terminated
1766819914,jessica,Reyes,Jessica.Reyes@company.com,2021-01-30,Learning & Development Lead,HR,45195,1766819877,58526 Bowen Wells Apt. 136,North Randymouth,PA,78107,1987-05-07,On Leave
1766819915,Albert,MORROW,Albert.Morrow@company.com,2023-07-17,account executive, sales ,"$59,633",1766819876,41338 Dougherty Rapid,New Judytown,PA,25334,1994-01-27,Terminated
1766819916,Harold,Smith,Harold.Smith@company.com,2017-01-16,Sales Manager,Sales,57923,1766819874,75427 Hays Flats Apt. 857,Garciamouth,KY,05856,1969-03-03,
1766819917,Randy,Fox,randy.fox@COMPANY.COM,2023-10-28,data analyst, analytics ,45417,1766819860,591 Reyes Stravenue Apt. 609,Amandabury,CT,19090,1995-02-23,
1766819918,Crystal,Paul,Crystal.Paul@company.com,2025-01-06,Systems Administrator,IT,"$99,767",1766819856,5563 Christine Lights Suite 194,West Kevin,PA,26411,1970-12-24,
1766819919,todd,BARNES,Todd.Barnes@company.com,2022-12-03,Business Intelligence Analyst,Analytics,"$118,408",11179,81541 Erickson Turnpike Apt. 124,West Leahside,OH,63658,1982-02-23,On Leave
1766819920,Courtney,MURRAY,Courtney.Murray@company.com,2024-07-05,Systems Administrator,IT,139079,1766819867,5871 Carl Cape Apt. 314,Cobbmouth,HI,72466,1974-05-27,
1766819921,Kevin,SMITH,Kevin.Smith@company.com,2025-01-17,Sales Operations Analyst,Sales,"$82,386",1766819858,053 Calhoun Greens,Castillotown,PR,57136,1997-11-06,
1766819922,kara,Hall,Kara.Hall@company.com,2023-07-21,Sales Associate,Sales,91520,1766819886,1737 Gregory Avenue Suite 472,Georgefurt,IA,24827,1969-06-28,Active
1766819923,Matthew,Pierce,matthew.pierce@COMPANY.COM,2029-03-08,IT Support Specialist,IT,56214,1766819889,428 Hernandez Station,South Alyssa,CA,48909,1966-02-27,Terminated
1766819924,daniel,Carr,Daniel.Carr@company.com,2023-09-09,IT Support Specialist,IT,"$99,639",1766819867,9477 Morgan Greens,North Billy,SC,44413,2001-03-14,Active
1766819925,glenn,GEORGE,Glenn.George@company.com,2023-06-09,business intelligence analyst, analytics ,"$99,569",1766819860,792 Jonathan Ford,Joshuashire,GA,85227,1996-05-10,Terminated
1766819926,william,Nguyen,William.Nguyen@company.com,2025-11-02,Product Analyst,Analytics,124361,1766819871,26743 Huerta Lane Suite 233,Valdezhaven,TX,55612,1966-01-13,On Leave
1766819927,Kirsten,Lowe,Kirsten.Lowe@company.com,2020-10-18,IT Manager,IT,"$50,025",1766819851,8666 Steven Circle Apt. 955,Payneberg,VT,23877,2003-04-29,Terminated
1766819928,thomas,KING,Thomas.King@company.com,2024-04-06,sales manager, sales ,142132,11839,563 Desiree Walks,Greenside,WV,77189,1986-12-23,Active
1766819929,Brian,Andrews,Brian.Andrews@company.com,2023-09-01,Sales Manager,Sales,84516,1766819903,29377 Morales Highway,Martinezshire,AR,69711,1995-04-29,Active
1766819930,Theodore,HALE,Theodore.Hale@company.com,2017-07-29,HR Generalist,HR,133387,1766819892,1397 Schroeder Shores Apt. 256,North Jessica,KS,71335,2000-11-25,On Leave
1766819931,Andrea,Williams,Andrea.Williams@company.com,2025-01-27,sales operations analyst, sales ,"$120,060",1766819886,37949 Antonio Plaza,West Michaelbury,PR,96254,1983-03-02,Active
1766819931,Andrea,Williams,Andrea.Williams@company.com,2025-01-27,sales operations analyst, sales ,"$120,060",1766819886,37949 Antonio Plaza,West Michaelbury,PR,96254,1983-03-02,Active
1766819933,Jeffrey,Boyer,Jeffrey.Boyer@company.com,2019-07-16,HR Assistant,HR,128440,1766819871,186 Candace Pine Suite 053,Victoriahaven,NY,25725,1987-10-29,ACTIVE
1766819934,Alec,Collins,alec.collins@COMPANY.COM,2018-09-24,HR Generalist,HR,86042,N/A,70649 Elliott Extension Suite 580,Lake Matthewstad,FL,23264,1960-11-17,Terminated
1766819935,steven,ORTIZ,Steven.Ortiz@company.com,2022-04-15,talent acquisition specialist, hr ,"$94,252",1766819870,57499 Audrey Lodge,Jensenfort,WA,08496,1980-04-02,
1766819936,valerie,SANCHEZ,valerie.sanchez@COMPANY.COM,2021-03-01,Sales Operations Analyst,Sales,73850,1766819911,81537 Donna Roads,East Roger,MP,94318,1985-05-01,
1766819937,rachel,Bennett,rachel.bennett@COMPANY.COM,2023-11-14,DevOps Engineer,IT,"$91,369",1766819860,674 Brittney Extensions,Aguilarside,LA,47795,1977-12-25,Active
1766819938,elizabeth,Roberts,Elizabeth.Roberts@company.com,2020-05-05,Product Analyst,Analytics,"$148,294",1766819867,33878 Walls Centers,Bryantport,MH,49373,1982-09-06,On Leave
1766819939,Jessica,Thomas,Jessica.Thomas@company.com,2018-10-28,Learning & Development Lead,HR,"$142,236",1766819868,4215 Miller Valleys,Toddton,DC,18345,1963-10-13,
1766819940,Michael,Hernandez,Michael.Hernandez@company.com,2015-12-31,sales operations analyst, sales ,"$105,502",1766819851,60673 Daniel Estate,North Jasonton,MI,57656,1985-07-28,ACTIVE
1766819941,steven,Bradford,Steven@Bradford,2025-08-01,DevOps Engineer,IT,"$98,686",1766819870,834 Amy Mews,Lake Michaelbury,SC,57079,1995-11-28,
1766819942,amanda,THOMAS,Amanda.Thomas@company.com,2023-05-20,IT Manager,IT,"$118,017",N/A,1703 Joseph Villages Apt. 780,Owensview,ID,49820,1978-02-27,Terminated
1766819942,amanda,THOMAS,Amanda.Thomas@company.com,2023-05-20,IT Manager,IT,"$118,017",N/A,1703 Joseph Villages Apt. 780,Owensview,ID,49820,1978-02-27,Terminated
1766819944,April,Banks,April.Banks@company.com,2025-01-19,hr assistant, hr ,"$143,044",N/A,7088 Drake Prairie Suite 421,North Stephenview,OK,46769,1975-12-02,ACTIVE
1766819945,mark,Ramsey,Mark.Ramsey@company.com,2025-09-20,Business Intelligence Analyst,Analytics,76176,N/A,6256 Campbell Stravenue Suite 387,Espinozastad,MT,04074,2002-08-02,Terminated
1766819946,michael,THOMAS,Michael.Thomas@company.com,2022-08-18,Business Development Representative,Sales,85448,1766819860,7212 Olson Plain Apt. 632,Wilsonfort,AK,02366,1974-12-16,Active
1766819947,Megan,Bryant,Megan.Bryant@company.com,2022-12-05,talent acquisition specialist, hr ,99703,1766819892,820 Gonzalez Trail,Brownburgh,MI,93248,2003-10-20,On Leave
1766819948,mallory,Anderson,Mallory.Anderson@company.com,2019-08-23,analytics manager, analytics ,"$107,918",1766819911,379 Johnson Locks Suite 396,Emilymouth,WA,38518,1985-03-30,Active
1766819949,brooke,Jones,Brooke.Jones@company.com,2020-02-24,Data Analyst,Analytics,126267,1766819903,1858 Jacob Lakes,Rodriguezside,FM,85622,1989-12-26,Active
1766819950,gabriela,Bryant,Gabriela.Bryant@company.com,2018-04-13,Security Analyst,IT,101767,1766819911,2559 Joy Court,North Alexisfort,OH,80644,1963-01-16,Terminated
1766819951,laura,CASTRO,Laura.Castro@company.com,2021-08-05,HR Assistant,HR,"$76,911",N/A,02589 Morris Roads Apt. 622,East Aliceview,FL,37807,1972-04-27,
1766819952,jennifer,Horton,Jennifer.Horton@company.com,2016-12-19,Business Development Representative,Sales,"$45,461",11193,839 Travis Tunnel,Johnstad,MA,31121,2000-04-02,On Leave
1766819953,Alejandro,MCLEAN,alejandro.mclean@COMPANY.COM,2022-10-30,talent acquisition specialist, hr ,68185,1766819823,054 Patricia Centers,New Stephenville,NJ,25277,1981-06-18,Active
1766819954,robert,ALLEN,Robert.Allen@company.com,2021-06-13,it support specialist, it ,53825,N/A,7503 George Estate,New Davidchester,NJ,38637,1963-07-29,ACTIVE
1766819955,shelby,GONZALES,shelby.gonzales@COMPANY.COM,2016-08-06,Systems Administrator,IT,"$64,899",1766819848,105 Harper Mews,Jilltown,SD,47770,1988-07-27,ACTIVE
1766819956,rachel,CUMMINGS,Rachel.Cummings@company.com,2020-08-14,Sales Manager,Sales,134393,1766819876,51494 Travis Drive,Hayeshaven,HI,62566,1989-08-04,
1766819957,Amber,SALAZAR,Amber.Salazar@company.com,2024-12-19,Data Engineer,Analytics,"$102,474",1766819886,73341 Joshua Isle Apt. 344,Lake Nicole,NY,22851,1961-07-11,On Leave
1766819958,robert,Miller,Robert.Miller@company.com,2019-11-23,IT Manager,IT,"$84,421",1766819929,14648 Julia Crescent,Briannabury,PA,47134,1965-07-07,Active
1766819959,thomas,Holt,Thomas.Holt@company.com,2021-12-27,it manager, it ,"$41,264",1766819863,897 Scott Walks Suite 116,West Matthewville,RI,62790,1998-07-10,ACTIVE
1766819960,robert,Golden,Robert.Golden@company.com,2017-03-17,Sales Manager,Sales,"$130,551",1766819948,630 Bender Ways,South Hannahmouth,IA,93293,1977-09-15,Active
1766819961,Kimberly,WOLF,Kimberly.Wolf@company.com,2025-04-21,HR Generalist,HR,"$40,851",1766819876,8518 Martinez Trail Apt. 773,Jonathanmouth,GU,62798,1993-06-27,On Leave
1766819962,Jessica,ROSS,jessica.ross@COMPANY.COM,2022-05-03,Business Intelligence Analyst,Analytics,"$65,618",,21590 David Corner Suite 357,South Brentland,MS,81649,2001-07-01,Active
1766819963,michelle,CAMPBELL,Michelle.Campbell@company.com,2021-07-12,devops engineer, it ,93718,1766819823,2587 Carrie Prairie Apt. 349,Davishaven,KS,42733,1967-04-22,Active
1766819964,Michelle,Riley,michelle.riley@COMPANY.COM,2024-11-10,Learning & Development Lead,HR,"$82,836",1766819958,8636 Kathleen Mountain Suite 282,West Johnfort,WA,19507,1962-07-28,On Leave
1766819965,David,Sanchez,David.Sanchez@company.com,2020-09-10,security analyst, it ,"$74,520",1766819870,66277 Williams Unions Apt. 005,West David,CA,57894,1973-05-11,ACTIVE
1766819966,julie,Wright,Julie.Wright@company.com,2020-06-24,Account Executive,Sales,108095,N/A,660 Kennedy Pines,East Jefferyton,WY,17885,1978-05-16,On Leave
1766819967,Richard,CRUZ,Richard.Cruz@company.com,2022-03-12,Security Analyst,IT,72083,1766819868,07193 Martin Mission,East Bridgetton,GA,58672,1979-02-10,On Leave
1766819968,grant,ONEILL,Grant@Oneill,2022-04-06,data engineer, analytics ,103650,1766819867,60006 Tracy Roads,Howellmouth,MD,05725,1980-03-14,
1766819969,William,Stevens,William@Stevens,2022-04-06,Account Executive,Sales,"$71,472",1766819867,5729 Carter Shoals Suite 519,East Rebecca,MN,51783,1964-09-08,On Leave
