employee_id,first_name,last_name,email,hire_date,job_title,department,salary,manager_id,address,city,state,zip_code,birth_date,status
1766831873,Zachary,Ward,zachary.ward@COMPANY.COM,2025-04-19,Talent Acquisition Specialist,HR,"$149,394",1766831864,58422 Nancy Spurs,Lake Nancymouth,GA,26036,1966-11-28,ACTIVE
1766831874,Jason,Ingram,Jason.Ingram@company.com,2016-12-19,Systems Administrator,IT,"$126,479",10065,844 Tyler Viaduct,East Sarahburgh,ND,65625,1978-03-15,ACTIVE
1766831875,troy,Brown,Troy.Brown@company.com,2021-06-18,Sales Associate,Sales,64890,,3302 Wu Gardens Suite 025,South Sandra,NH,22853,1979-01-20,On Leave
1766831876,Scott,GUTIERREZ,Scott.Gutierrez@company.com,2018-02-07,product analyst, analytics ,43977,1766831855,0831 Emily Center Apt. 170,Port Donna,PR,66247,1980-05-01,On Leave
1766831877,kimberly,Anderson,Kimberly.Anderson@company.com,2021-04-09,DevOps Engineer,IT,51839,1766831826,66067 Carla Village,Moorestad,ID,84123,2000-07-21,
1766831878,Robert,Wilson,Robert.Wilson@company.com,2019-11-09,HR Generalist,HR,70762,1766831820,81497 David Fields Apt. 674,Evansland,VI,25638,1994-11-12,Terminated
1766831879,rachel,Clark,Rachel.Clark@company.com,2022-02-03,Learning & Development Lead,HR,92419,,369 Lewis Brooks,Port Debra,KS,22485,2002-01-06,Active
1766831880,Thomas,RAMSEY,thomas.ramsey@COMPANY.COM,2025-01-13,Analytics Manager,Analytics,"$118,677",,7903 Cooper Groves Apt. 293,Williamsview,AL,95974,2000-01-21,Terminated
1766831881,stephen,BAUER,Stephen.Bauer@company.com,2023-06-26,Talent Acquisition Specialist,HR,141412,1766831855,8493 Yvonne Cliffs,New Cynthiaville,NH,52741,1986-04-16,ACTIVE
1766831882,Katrina,CARR,Katrina.Carr@company.com,2020-01-12,hr generalist, hr ,122789,,20790 Taylor Mission,Cassiebury,VA,73613,1999-01-22,Terminated
1766831883,felicia,Williams,Felicia@Williams,2023-12-16,Business Development Representative,Sales,"$73,831",1766831868,585 Jones Loaf Suite 162,New Patrickland,OR,00669,2002-10-04,ACTIVE
1766831884,sean,Ford,Sean.Ford@company.com,2021-11-21,Learning & Development Lead,HR,48454,1766831820,17722 Holmes Circle Suite 185,South Davemouth,CA,19022,1992-04-01,Active
1766831885,Jessica,Bauer,Jessica.Bauer@company.com,2018-09-21,Account Executive,Sales,106127,N/A,9516 Jennifer Mountain Suite 899,Danielsfurt,OR,59732,1961-04-14,
1766831886,jimmy,MILLER,Jimmy.Miller@company.com,2028-01-26,account executive, sales ,"$54,346",1766831805,850 Brandi Squares,Lake Samuelberg,FM,80951,1988-10-24,Active
1766831887,kelly,HARRIS,Kelly.Harris@company.com,2022-12-09,HR Generalist,HR,126255,,540 Danielle Crossing Suite 688,New Christopher,TN,09636,2002-06-11,Active
1766831888,christian,KENNEDY,Christian.Kennedy@company.com,2024-01-11,IT Support Specialist,IT,118862,1766831855,7957 Oneill Views,South Aprilberg,GU,21144,1964-01-07,Terminated
1766831889,monique,ARROYO,monique.arroyo@COMPANY.COM,2016-05-10,Security Analyst,IT,100751,1766831826,1130 Perez Plaza,East Matthew,MI,38382,1966-01-12,
1766831890,Christina,Duncan,Christina@Duncan,2023-04-22,hr manager, hr ,96516,11779,4835 Laura Camp,East Joseph,HI,23923,1965-02-01,
1766831891,nicole,Vaughn,Nicole.Vaughn@company.com,2016-04-18,Sales Manager,Sales,123740,1766831831,71062 Snyder Extensions Apt. 507,Matthewton,IL,61211,1965-12-06,ACTIVE
1766831892,patrick,Black,Patrick.Blackcompany.com,2022-08-01,hr manager, hr ,40329,1766831820,5296 Tammy Green Apt. 182,Parkberg,DE,06225,1962-09-08,On Leave
1766831893,Ashley,MILES,Ashley.Miles@company.com,2018-11-06,Sales Manager,Sales,68440,1766831855,133 Andrew Land Suite 206,East Brenda,PR,31589,1970-07-18,On Leave
1766831894,natasha,Franco,Natasha.Franco@company.com,2020-08-05,Product Analyst,Analytics,73435,1766831815,395 Santana Stream Apt. 403,Duranville,TN,65165,1986-02-21,Active
1766831895,theodore,Wilson,theodore.wilson@COMPANY.COM,2024-11-22,IT Manager,IT,"$123,939",1766831880,89558 Andrew Greens Suite 903,New Katie,WA,78084,1979-06-09,On Leave
1766831896,Luis,Brown,luis.brown@COMPANY.COM,2024-08-25,Account Executive,Sales,85768,1766831864,8548 Marissa Mountains,Kevinland,ME,29696,1997-07-17,Active
1766831897,Ashley,Hess,Ashley.Hess@company.com,2020-03-13,Sales Operations Analyst,Sales,"$139,384",1766831864,044 Scott Mission,Petersonview,UT,62884,1976-09-03,
1766831898,Robert,BENNETT,Robert.Bennett@company.com,2023-11-03,devops engineer, it ,"$57,152",10150,902 Perkins Extension Apt. 437,Ballbury,NH,28930,1981-11-04,Active
1766831899,Michelle,Hill,Michelle.Hill@company.com,2021-11-01,DevOps Engineer,IT,46334,1766831891,71600 Merritt Inlet,South Sandra,IN,27646,1978-05-27,ACTIVE
1766831900,joseph,MURPHY,Joseph@Murphy,2025-09-28,Security Analyst,IT,"$114,199",,11684 Robinson Mountain Apt. 390,Lake Amyhaven,OR,28963,1994-08-31,Active
1766831900,joseph,MURPHY,Joseph@Murphy,2025-09-28,Security Analyst,IT,"$114,199",,11684 Robinson Mountain Apt. 390,Lake Amyhaven,OR,28963,1994-08-31,Active
1766831902,tina,Delgado,Tina.Delgado@company.com,2021-08-06,Business Development Representative,Sales,61399,,34078 Johnson Port Suite 398,Chaseshire,NC,33588,1989-12-11,Terminated
1766831903,anthony,PERKINS,Anthony.Perkins@company.com,2018-10-27,HR Manager,HR,107946,1766831831,86892 Joyce Islands Apt. 629,North Lydia,TN,67906,1963-08-31,
1766831904,sharon,NOBLE,Sharon.Noble@company.com,2020-10-17,Account Executive,Sales,"$104,350",1766831893,39479 Samuel Fork,Lake Jacob,MS,82907,1968-10-19,Active
1766831905,allen,Neal,Allen.Neal@company.com,2020-09-13,Systems Administrator,IT,57061,1766831890,764 Krueger Squares Apt. 657,East Calvinshire,AL,56928,1971-01-28,ACTIVE
1766831906,michael,Richardson,Michael.Richardson@company.com,2017-06-29,Systems Administrator,IT,135953,1766831892,8647 Black Inlet,Santoschester,WY,96597,1980-09-24,Terminated
1766831907,Nancy,TAYLOR,Nancy.Taylor@company.com,2022-09-12,Talent Acquisition Specialist,HR,43643,1766831865,0347 Veronica Extensions Suite 333,New Brian,AZ,20830,1996-06-14,Active
1766831908,Jason,White,Jason.White@company.com,2021-08-24,Business Intelligence Analyst,Analytics,"$110,206",1766831855,3644 Alfred Trafficway,Marktown,AS,93086,1973-07-28,Active
1766831909,Benjamin,CHRISTIAN,Benjamin.Christian@company.com,2021-01-16,Product Analyst,Analytics,112359,1766831891,375 Richards Fort,West William,AZ,29191,1992-03-06,Active
1766831910,Kristine,Jones,Kristine.Jones@company.com,2017-04-09,HR Assistant,HR,"$123,679",11346,32490 Jodi Ville Apt. 683,New Amanda,KY,87826,1966-10-31,On Leave
1766831911,karen,MCBRIDE,Karen.Mcbride@company.com,2022-09-05,Sales Operations Analyst,Sales,59054,N/A,61135 Wolfe Mission,Williamstown,CT,69474,2001-03-19,Terminated
1766831912,charles,WONG,Charles.Wong@company.com,2018-09-12,account executive, sales ,66316,1766831815,7552 Gordon Trace Apt. 356,Millerbury,SC,84548,2002-05-03,On Leave
1766831913,michael,Johnson,Michael.Johnson@company.com,2018-03-31,Security Analyst,IT,146628,1766831895,068 Jordan Estate,Daughertychester,HI,64689,1995-09-29,ACTIVE
1766831913,michael,Johnson,Michael.Johnson@company.com,2018-03-31,Security Analyst,IT,146628,1766831895,068 Jordan Estate,Daughertychester,HI,64689,1995-09-29,ACTIVE
1766831915,Jorge,DANIELS,Jorge.Danielscompany.com,2019-04-27,Analytics Manager,Analytics,"$123,239",N/A,725 Brown Run Suite 202,Leebury,MS,75786,1998-10-12,ACTIVE
1766831916,mckenzie,Blackwell,Mckenzie.Blackwell@company.com,2023-11-01,Learning & Development Lead,HR,62377,,85846 Lowe Shore Apt. 280,Andrewside,DE,09643,1994-09-12,ACTIVE
1766831917,Jacob,Morton,Jacob.Morton@company.com,2018-09-17,Learning & Development Lead,HR,"$57,081",1766831834,0121 Bennett Flats Apt. 812,Teresamouth,ID,46880,1961-05-19,Terminated
1766831918,michael,DAVIS,Michael.Davis@company.com,2017-07-03,HR Assistant,HR,90931,11766,6041 Maria Throughway Apt. 735,Port Shannon,RI,87604,1961-01-19,
1766831919,Brittany,Clark,Brittany.Clarkcompany.com,2024-04-30,Talent Acquisition Specialist,HR,"$62,168",,117 Curtis Streets,North Hollyshire,HI,65098,1962-10-17,
1766831920,James,PIERCE,james.pierce@COMPANY.COM,2019-10-01,Account Executive,Sales,99672,1766831891,245 Christopher Rapid Apt. 209,New Charleston,MT,53252,1961-09-27,ACTIVE
1766831921,vickie,DUNN,vickie.dunn@COMPANY.COM,2018-04-16,Talent Acquisition Specialist,HR,"$98,507",1766831813,850 Donald Falls,East Benjaminport,VA,92092,1979-10-06,Terminated
1766831922,Jennifer,Lowe,Jennifer.Lowecompany.com,2017-07-23,Data Engineer,Analytics,"$79,244",1766831834,17324 Coleman Place Suite 666,Connieton,ME,60289,1983-02-01,Active
1766831923,Christopher,COWAN,Christopher.Cowan@company.com,2029-04-29,Sales Manager,Sales,"$78,165",1766831821,08052 Veronica Flats,Lake Timothy,CT,17387,1970-04-20,ACTIVE
1766831924,shaun,Bates,Shaun.Bates@company.com,2016-01-05,IT Manager,IT,58994,1766831890,580 White Drive,West Kimberlyhaven,WY,41925,1965-12-23,Terminated
1766831925,ricky,Reyes,Ricky.Reyes@company.com,2020-02-21,Sales Associate,Sales,80958,1766831895,7224 Roberts Mountain,New Alyssa,OH,83510,1977-01-01,On Leave
1766831926,Stephanie,Hicks,Stephanie.Hickscompany.com,2023-06-22,Talent Acquisition Specialist,HR,64002,1766831821,6166 Turner Walks Apt. 625,Elizabethport,WY,39466,1998-07-18,Active
1766831927,anthony,JONES,Anthony.Jones@company.com,2022-06-08,Product Analyst,Analytics,146181,1766831893,43907 Jeffrey Mission,New Joseph,MI,26474,1990-03-27,Active
1766831928,kathy,KHAN,Kathy.Khan@company.com,2023-04-22,DevOps Engineer,IT,"$44,930",1766831890,915 Cantrell Heights Suite 101,Houstonstad,AK,18024,1971-01-21,
1766831929,Christopher,ROSE,Christopher.Rose@company.com,2023-07-08,Systems Administrator,IT,"$125,430",10216,471 Blair Rapids,Rayborough,CO,11195,1973-12-10,Terminated
1766831930,eric,Newton,Eric.Newton@company.com,2025-03-20,product analyst, analytics ,149864,1766831831,38692 Kari Bypass Suite 017,South Lisa,OK,97290,1972-11-25,On Leave
1766831931,Stephen,Pittman,stephen.pittman@COMPANY.COM,2021-09-06,Systems Administrator,IT,98444,1766831903,715 Soto Mountains Suite 960,Woodshire,MN,46376,2000-06-05,ACTIVE
1766831932,Morgan,JOHNSON,Morgan.Johnson@company.com,2030-03-09,Analytics Manager,Analytics,"$86,718",N/A,08764 Kathleen Square,Michelebury,NC,78667,2002-06-07,Terminated
1766831933,Veronica,CANTU,Veronica.Cantu@company.com,2021-08-18,Business Development Representative,Sales,"$84,543",1766831834,7817 Christopher Gateway,South Jessica,ME,43381,1997-11-02,
1766831934,Amy,Evans,Amy.Evans@company.com,2018-02-22,Learning & Development Lead,HR,"$135,540",1766831895,8360 Cooper Shore,New Michelle,ME,35212,1976-03-27,On Leave
1766831935,cheryl,HOPKINS,Cheryl.Hopkins@company.com,2016-06-02,Data Analyst,Analytics,127623,1766831891,42068 Jon Club,Lefort,MO,68036,1976-07-06,ACTIVE
1766831936,matthew,COLLINS,Matthew.Collins@company.com,2024-09-28,Data Analyst,Analytics,84114,1766831890,246 Dillon Lane Apt. 640,New Jameschester,FL,74592,1973-03-22,On Leave
1766831937,Christine,Melton,Christine.Melton@company.com,2029-02-03,Account Executive,Sales,118134,1766831932,650 Roberts Courts,Schultzmouth,PA,30832,1997-03-29,ACTIVE
1766831938,Kathy,Lopez,Kathy.Lopez@company.com,2028-03-15,it manager, it ,"$64,339",1766831932,020 Ward Village,Jeffborough,IA,57591,1976-12-27,On Leave
1766831939,Richard,Rowland,Richard.Rowland@company.com,2020-06-22,Product Analyst,Analytics,90706,,3001 Jennifer Mall,East Jeff,HI,95011,1996-09-22,Terminated
1766831940,Curtis,MURPHY,Curtis.Murphy@company.com,2016-04-12,Business Intelligence Analyst,Analytics,136063,1766831868,0553 Norman Cliff,Lake Aliciaville,NJ,99206,1984-11-20,Terminated
1766831941,jessica,Kaufman,jessica.kaufman@COMPANY.COM,2020-07-26,Account Executive,Sales,141172,1766831850,54675 Fleming Oval Suite 983,South Debrabury,ND,31022,1973-06-11,On Leave
1766831942,Chad,Quinn,Chad.Quinn@company.com,2018-05-20,analytics manager, analytics ,"$88,265",N/A,111 Brown Streets,Lake Jodi,PA,57359,1961-04-15,
1766831943,desiree,Paul,Desiree.Paul@company.com,2023-05-15,IT Support Specialist,IT,"$130,311",1766831859,244 Cain Road Suite 593,Port Patriciaview,VT,16319,1962-06-19,On Leave
1766831944,Brian,KIM,Brian.Kim@company.com,2019-11-26,Security Analyst,IT,"$103,298",1766831915,811 Vanessa Row,Port Justin,GA,28250,1998-10-07,Active
1766831944,Brian,KIM,Brian.Kim@company.com,2019-11-26,Security Analyst,IT,"$103,298",1766831915,811 Vanessa Row,Port Justin,GA,28250,1998-10-07,Active
1766831946,Barbara,Rivera,Barbara.Rivera@company.com,2021-01-22,IT Support Specialist,IT,"$52,578",1766831850,8835 John Lakes Suite 479,Spearschester,NH,33343,1990-05-23,Active
1766831947,Renee,Hill,renee.hill@COMPANY.COM,2023-11-30,Product Analyst,Analytics,"$90,681",1766831826,4913 Julie Mountain Suite 507,Rodneyside,MT,85140,1960-10-22,Terminated
1766831948,Julie,Richmond,Julie.Richmond@company.com,2025-10-25,sales associate, sales ,"$95,643",1766831932,3173 Elliott Parkways Apt. 672,Christophermouth,IL,42504,1965-09-23,
1766831949,derek,GREER,Derek.Greer@company.com,2022-04-12,analytics manager, analytics ,40181,1766831942,96554 Joanna Corner Apt. 876,North Stacey,WV,76162,1970-06-01,On Leave
1766831950,John,JACKSON,John.Jackson@company.com,2020-12-05,HR Assistant,HR,"$51,508",N/A,1796 Sanders Plaza,Cooperport,HI,48658,1984-04-06,ACTIVE
1766831951,james,MORALES,James.Morales@company.com,2017-03-02,Sales Manager,Sales,120342,N/A,617 Perez Row Suite 378,North Garrettbury,PW,84100,1970-12-27,
1766831952,alicia,FIGUEROA,Alicia.Figueroa@company.com,2016-03-11,DevOps Engineer,IT,"$54,131",1766831815,409 Jason Lodge Apt. 867,Kellyburgh,SD,07491,1960-08-25,Active
1766831953,rachel,Jones,Rachel.Jones@company.com,2020-04-03,Systems Administrator,IT,"$140,771",1766831864,7653 Megan Tunnel,Carterview,GA,18985,1972-01-11,ACTIVE
1766831954,Leslie,COOK,Leslie.Cook@company.com,2022-12-09,HR Manager,HR,55343,,0376 Jason Harbor Apt. 694,Caitlyntown,TN,68813,1986-08-03,
