employee_id,first_name,last_name,full_name,email,email_domain,hire_date,job_title,department,salary,salary_band,manager_id,address,city,state,zip_code,birth_date,age,tenure_years,status
1766832050,Alexander,Faulkner,Alexander Faulkner,alexander.faulkner@company.com,company.com,2020-05-06,Business Development Representative,SALES,46847,JUNIOR,1766831857,1843 Lindsey Circles,Bethchester,CO,69032,1964-05-18,61,5,ACTIVE
1766832360,Alexander,Frank,Alexander Frank,alexander.frank@company.com,company.com,2020-01-08,Hr Manager,HR,42796,JUNIOR,1766832155,09060 Curry Drives Apt. 019,Natashaton,VT,92694,1970-03-29,55,5,ON LEAVE
1766832290,Alexandra,Lawson,Alexandra Lawson,alexandra.lawson@company.com,company.com,2021-08-22,It Manager,IT,100387,SENIOR,1766832085,07178 Arnold Drive,West Justin,VT,41758,1982-04-04,43,4,TERMINATED
1766832753,Alexandra,Sutton,Alexandra Sutton,alexandra.sutton@company.com,company.com,2023-08-01,Hr Assistant,HR,57640,MID,1766831977,973 Robert Corner Apt. 842,East Timview,MH,43894,1989-09-06,36,2,ON LEAVE
1766832649,Alexandria,Hansen,Alexandria Hansen,alexandria.hansen@company.com,company.com,2023-06-16,Analytics Manager,ANALYTICS,65205,MID,10059,45030 Erica Neck,South Isabella,NC,88736,1988-05-20,37,2,TERMINATED
1766832134,Alexandria,Morrison,Alexandria Morrison,alexandria.morrison@company.com,company.com,2016-05-02,Analytics Manager,ANALYTICS,148047,SENIOR,1766832037,85779 Gonzalez Spring Suite 088,West Jordan,SC,10550,2000-05-04,25,9,ACTIVE
1766832073,Alexis,Perez,Alexis Perez,alexis.perez@company.com,company.com,2024-06-05,It Support Specialist,IT,85188,SENIOR,1766831892,0583 Abbott Tunnel Apt. 567,New Natasha,SC,83011,1979-10-03,46,1,ACTIVE
1766832767,Alfred,Douglas,Alfred Douglas,alfred.douglas@company.com,company.com,2024-09-13,It Support Specialist,IT,123272,SENIOR,,3769 Massey Groves,New Victoriashire,WY,95764,1960-07-24,65,1,ON LEAVE
1766831952,Alicia,Figueroa,Alicia Figueroa,alicia.figueroa@company.com,company.com,2016-03-11,Devops Engineer,IT,54131,MID,1766831815,409 Jason Lodge Apt. 867,Kellyburgh,SD,7491,1960-08-25,65,9,ACTIVE
1766832142,Allison,Williams,Allison Williams,allison.williams@company.com,company.com,2021-10-14,Sales Manager,SALES,129113,SENIOR,,1451 Doyle Stravenue,New Melvinstad,WI,68942,1960-09-21,65,4,TERMINATED
1766832184,Amanda,Kelly,Amanda Kelly,amanda.kelly@company.com,company.com,2018-06-10,Hr Generalist,HR,130920,SENIOR,1766831924,052 Williams Plaza Suite 405,West Katherine,TN,34352,1969-02-08,56,7,TERMINATED
1766832760,Amanda,Martinez,Amanda Martinez,amanda.martinez@company.com,company.com,2019-01-11,Data Analyst,ANALYTICS,93359,SENIOR,1766831890,7770 Perez Island,Lake Michelle,NJ,16263,1964-05-14,61,6,ON LEAVE
1766832012,Amanda,Perry,Amanda Perry,amanda.perry@company.com,company.com,2024-04-30,Business Intelligence Analyst,ANALYTICS,126472,SENIOR,1766831923,744 Sullivan Club,Phillipsport,FL,69145,1962-07-06,63,1,ACTIVE
1766832085,Amanda,Powell,Amanda Powell,amanda.powell@company.com,company.com,2022-09-17,Systems Administrator,IT,120629,SENIOR,1766831894,04150 Patel Mews Apt. 434,Jaredport,MN,93382,1984-10-31,41,3,TERMINATED
1766831841,Amanda,Ramsey,Amanda Ramsey,amanda.ramsey@company.com,company.com,2017-03-02,Product Analyst,ANALYTICS,95343,SENIOR,1766831818,7125 Catherine Court Apt. 725,Wilcoxfort,MN,32041,1975-12-09,50,8,ACTIVE
1766831853,Amber,Perry,Amber Perry,amber.perry@company.com,company.com,2019-02-23,Sales Associate,SALES,68965,MID,1766831851,730 Kenneth Way,West Jamesport,CA,27525,1975-04-15,50,6,ACTIVE
1766832031,Amber,Smith,Amber Smith,amber.smith@company.com,company.com,2023-08-24,Sales Associate,SALES,141786,SENIOR,1766832022,5671 Jesus Course,Jacksonport,MI,59579,2003-11-01,22,2,TERMINATED
1766832510,Amber,Wilkerson,Amber Wilkerson,amber.wilkerson@company.com,company.com,2024-11-01,Data Engineer,ANALYTICS,92471,SENIOR,1766832142,1133 Evans Gardens Apt. 529,Davidville,ID,45105,1997-04-26,28,1,ACTIVE
1766832449,Amy,Aguirre,Amy Aguirre,amy.aguirre@company.com,company.com,2023-03-18,Business Development Representative,SALES,47554,JUNIOR,11544,9686 Stewart Brook Apt. 748,Jamesmouth,VT,51791,1985-02-02,40,2,ACTIVE
1766831810,Amy,Bennett,Amy Bennett,amy.bennett@company.com,company.com,2024-12-18,Hr Assistant,HR,98093,SENIOR,1766831806,9756 White Greens,Allenmouth,NH,75231,1982-06-07,43,1,ON LEAVE
1766832169,Amy,Douglas,Amy Douglas,amy.douglas@company.com,company.com,2016-01-01,Talent Acquisition Specialist,HR,40513,JUNIOR,,01495 Patricia Squares,Darrylfort,SD,64112,1975-01-19,50,9,ACTIVE
1766831934,Amy,Evans,Amy Evans,amy.evans@company.com,company.com,2018-02-22,Learning & Development Lead,HR,135540,SENIOR,1766831895,8360 Cooper Shore,New Michelle,ME,35212,1976-03-27,49,7,ON LEAVE
1766831906,Amy,Franklin,Amy Franklin,amy.franklin@company.com,company.com,2019-01-15,Business Development Representative,SALES,97118,SENIOR,1766831866,15754 Amanda Stravenue Apt. 512,New Amberfurt,WV,30188,1993-04-19,32,6,ACTIVE
1766832395,Amy,Nguyen,Amy Nguyen,amy.nguyen@company.com,company.com,2018-05-26,Devops Engineer,IT,145343,SENIOR,1766832002,3014 Rebecca Walks,Davisville,IL,57348,1969-02-23,56,7,ACTIVE
1766832647,Amy,Parker,Amy Parker,amy.parker@company.com,company.com,2019-04-30,Analytics Manager,ANALYTICS,50570,MID,,352 Jackson Mall Suite 295,Lake Brandon,NV,79537,2001-05-29,24,6,TERMINATED
1766832378,Amy,Reed,Amy Reed,amy.reed@company.com,company.com,2021-12-08,It Manager,IT,101886,SENIOR,1766832134,14629 Norris Lake,Stephaniebury,VI,21215,1982-06-19,43,4,TERMINATED
1766832750,Amy,Wong,Amy Wong,amy.wong@company.com,company.com,2021-06-15,Talent Acquisition Specialist,HR,82789,SENIOR,1766832080,54172 Monica Freeway Apt. 332,Johnsonville,VI,44122,1961-01-25,64,4,TERMINATED
1766832199,Andrea,Daniels,Andrea Daniels,andrea.daniels@company.com,company.com,2023-03-01,Sales Associate,SALES,142901,SENIOR,1766831954,45154 Kevin Circle,North Robert,SD,94775,1980-09-15,45,2,ACTIVE
1766832804,Andrea,Erickson,Andrea Erickson,andrea.erickson@company.com,company.com,2025-12-10,Security Analyst,IT,78596,MID,1766832102,63218 Hannah Meadow,Lunahaven,OK,53424,1977-01-11,48,0,ACTIVE
1766832117,Andrea,Hernandez,Andrea Hernandez,andrea.hernandez@company.com,company.com,2016-05-29,Analytics Manager,ANALYTICS,107710,SENIOR,1766831875,1409 Alyssa Extension Suite 058,New Brianbury,NV,84982,1988-10-17,37,9,ACTIVE
1766832316,Andrea,Powell,Andrea Powell,andrea.powell@company.com,company.com,2016-10-02,Data Engineer,ANALYTICS,57913,MID,1766832180,75286 Bailey Expressway Suite 740,Powershaven,HI,93375,1973-08-24,52,9,ON LEAVE
1766832761,Andrea,Shaffer,Andrea Shaffer,andrea.shaffer@company.com,company.com,2017-12-22,It Manager,IT,129407,SENIOR,,19204 Simpson Vista Apt. 223,West Richard,NV,76168,1969-01-03,56,8,ACTIVE
1766832346,Andrew,Brown,Andrew Brown,andrew.brown@company.com,company.com,2016-09-30,Business Development Representative,SALES,142317,SENIOR,1766831894,16743 Randy Mountains,Lake Jenniferstad,OH,9702,1975-08-29,50,9,ACTIVE
1766832388,Andrew,Lee,Andrew Lee,andrew.lee@company.com,company.com,2024-03-03,Talent Acquisition Specialist,HR,128966,SENIOR,,84654 Burns Stream Apt. 433,Stephanieland,VT,15009,1983-11-16,42,1,TERMINATED
1766831871,Andrew,Scott,Andrew Scott,andrew.scott@company.com,company.com,2018-05-01,Product Analyst,ANALYTICS,58268,MID,1766831826,778 Tucker Plain,Amandashire,IL,37225,1965-12-01,60,7,ACTIVE
1766832712,Andrew,Warren,Andrew Warren,andrew.warren@company.com,company.com,2025-10-18,Analytics Manager,ANALYTICS,121766,SENIOR,1766832461,61880 Richard Estates,Robinshire,VI,32301,1981-06-18,44,0,ACTIVE
1766831988,Angela,Lewis,Angela Lewis,angela.lewis@company.com,company.com,2025-11-10,Data Analyst,ANALYTICS,115507,SENIOR,1766831892,913 Michael Mountain Apt. 260,South Aaronbury,MS,52738,1989-03-07,36,0,ON LEAVE
1766831944,Angela,Rhodes,Angela Rhodes,angela.rhodes@company.com,company.com,2020-02-29,Product Analyst,ANALYTICS,117884,SENIOR,1766831920,393 Tucker Point Apt. 799,West Davidstad,DC,56468,1977-06-13,48,5,ACTIVE
1766832637,Angela,Riley,Angela Riley,angela.riley@company.com,company.com,2021-10-10,Devops Engineer,IT,106105,SENIOR,1766832423,9882 Turner Lake Suite 042,Lake Kelsey,WI,76828,1974-10-07,51,4,ON LEAVE
1766832337,Angela,Smith,Angela Smith,angela.smith@company.com,company.com,2021-11-24,Data Analyst,ANALYTICS,131325,SENIOR,1766831981,21152 Harrison Circle Suite 067,Collinsberg,SC,15235,1983-06-16,42,4,TERMINATED
1766832362,Angela,Young,Angela Young,angela.young@company.com,company.com,2025-03-20,Product Analyst,ANALYTICS,147535,SENIOR,1766831932,090 Myers Inlet,Robinburgh,MD,7217,1984-09-30,41,0,ON LEAVE
1766832594,Angie,Hicks,Angie Hicks,angie.hicks@company.com,company.com,2024-01-13,Product Analyst,ANALYTICS,79959,MID,1766832320,59887 Sampson Trail,New Taylor,MA,2182,1973-09-30,52,1,ON LEAVE
1766832650,Ann,Bennett,Ann Bennett,ann.bennett@company.com,company.com,2017-02-28,Analytics Manager,ANALYTICS,72695,MID,1766832090,93196 Holly Forges Apt. 145,Port Kevin,WV,89496,1991-06-09,34,8,ACTIVE
1766832585,Ann,Burgess,Ann Burgess,ann.burgess@company.com,company.com,2019-12-27,Sales Operations Analyst,SALES,66550,MID,,46466 Ashlee Vista,Lake Paul,IA,9151,1967-10-13,58,6,ACTIVE
1766832411,Ann,Stevens,Ann Stevens,ann.stevens@company.com,company.com,2016-04-04,Sales Manager,SALES,112401,SENIOR,1766831875,633 John Corner Apt. 722,North Richard,CT,23037,1962-03-10,63,9,TERMINATED
1766832394,Anna,Johnson,Anna Johnson,anna.johnson@company.com,company.com,2023-04-19,Hr Manager,HR,55485,MID,1766831876,368 Linda Forges Apt. 611,East Susanhaven,NV,96953,1979-12-05,46,2,ON LEAVE
1766832437,Anne,Beard,Anne Beard,anne.beard@company.com,company.com,2020-06-12,Security Analyst,IT,113847,SENIOR,1766832064,065 Frye Lake,Kristinshire,NC,20057,1991-09-18,34,5,ACTIVE
1766832203,Anthony,Lara,Anthony Lara,anthony.lara@company.com,company.com,2017-05-26,Sales Manager,SALES,92685,SENIOR,1766832145,599 Kyle Turnpike,Jessicamouth,ID,97853,2002-03-30,23,8,ON LEAVE
1766831924,Anthony,Martinez,Anthony Martinez,anthony.martinez@company.com,company.com,2017-07-12,Sales Operations Analyst,SALES,84443,SENIOR,1766831894,69015 Mejia Square Apt. 301,Stephanieview,NM,90527,1978-04-26,47,8,ACTIVE
1766832313,Anthony,Morris,Anthony Morris,anthony.morris@company.com,company.com,2024-12-03,Account Executive,SALES,49336,JUNIOR,1766832174,137 Jennifer Ferry Suite 628,Port Crystal,KS,78725,1992-02-15,33,1,TERMINATED
1766831880,Anthony,Peters,Anthony Peters,anthony.peters@company.com,company.com,2017-04-13,Product Analyst,ANALYTICS,72127,MID,1766831872,62611 Katelyn Forges Suite 271,Mcbridemouth,RI,46188,1962-12-17,63,8,ON LEAVE
1766832010,Anthony,Price,Anthony Price,anthony.price@company.com,company.com,2021-05-14,Systems Administrator,IT,93229,SENIOR,11610,230 Carter Causeway Suite 172,North Erikbury,DC,74377,1982-05-23,43,4,ON LEAVE
1766831981,Antonio,Phillips,Antonio Phillips,antonio.phillips@company.com,company.com,2019-01-25,It Manager,IT,48434,JUNIOR,,5314 Vanessa Field,Port Michael,KS,63191,1980-08-27,45,6,ON LEAVE
1766832267,April,Cole,April Cole,april.cole@company.com,company.com,2021-09-29,Security Analyst,IT,65078,MID,1766832202,48922 Melissa View Suite 243,South Charlesfurt,MA,71979,1968-05-18,57,4,ACTIVE
1766831904,April,Duncan,April Duncan,april.duncan@company.com,company.com,2019-05-28,Data Engineer,ANALYTICS,81629,SENIOR,1766831889,328 Lauren Fall,West Edwardburgh,VT,61687,1967-02-07,58,6,ACTIVE
1766832651,April,Martin,April Martin,april.martin@company.com,company.com,2022-03-10,Analytics Manager,ANALYTICS,123109,SENIOR,,363 Martin Harbor Suite 250,Cynthiaborough,VI,63171,1990-08-29,35,3,ACTIVE
1766832246,April,Miranda,April Miranda,april.miranda@company.com,company.com,2017-12-18,Data Engineer,ANALYTICS,76849,MID,1766832004,18318 Spence Common,Arielland,MH,51664,1990-04-11,35,8,ON LEAVE
1766832039,Ariana,Estes,Ariana Estes,ariana.estes@company.com,company.com,2025-10-06,Hr Generalist,HR,126962,SENIOR,1766832020,909 Tina Tunnel,Lake Ericabury,FM,65632,2003-12-04,22,0,TERMINATED
1766832797,Ariana,Simpson,Ariana Simpson,ariana.simpson@company.com,company.com,2021-02-28,Security Analyst,IT,110001,SENIOR,1766832621,713 Lisa Meadows,Allisonfort,KY,25319,1966-01-18,59,4,ACTIVE
1766832624,Arthur,Washington,Arthur Washington,arthur.washington@company.com,company.com,2018-08-14,Sales Manager,SALES,42429,JUNIOR,,950 David Junction,East Sarah,KS,94361,1962-08-06,63,7,ACTIVE
1766832528,Ashlee,Lambert,Ashlee Lambert,ashlee.lambert@company.com,company.com,2022-06-17,Account Executive,SALES,46822,JUNIOR,1766832155,6364 Kelly Junction,North Pam,UT,58430,1963-07-09,62,3,ON LEAVE
1766832689,Ashley,Gonzalez,Ashley Gonzalez,ashley.gonzalez@company.com,company.com,2025-07-26,Talent Acquisition Specialist,HR,102929,SENIOR,1766832136,211 Jonathan Pines,Parkershire,AS,13082,1996-03-09,29,0,TERMINATED
1766832539,Ashley,Mitchell,Ashley Mitchell,ashley.mitchell@company.com,company.com,2025-08-06,Hr Generalist,HR,75301,MID,1766832029,6852 Jensen Mount,East Matthewtown,VI,44051,2003-10-20,22,0,ON LEAVE
1766832224,Ashley,Pena,Ashley Pena,ashley.pena@company.com,company.com,2023-10-21,Systems Administrator,IT,65373,MID,1766832085,16952 Little Forks Suite 041,Sheppardport,MN,12273,1987-09-01,38,2,ACTIVE
1766832768,Audrey,Curtis,Audrey Curtis,audrey.curtis@company.com,company.com,2022-08-31,Business Development Representative,SALES,133244,SENIOR,1766831851,9131 Nicholas Crossing Apt. 078,North Stevenbury,NV,42105,1960-10-25,65,3,ACTIVE
1766832218,Audrey,Smith,Audrey Smith,audrey.smith@company.com,company.com,2022-12-21,Business Intelligence Analyst,ANALYTICS,117754,SENIOR,1766831942,83851 Joshua Squares Suite 379,New Nicholas,OK,65370,1963-08-02,62,3,ACTIVE
1766832670,Autumn,Hutchinson,Autumn Hutchinson,autumn.hutchinson@company.com,company.com,2024-05-11,Systems Administrator,IT,65321,MID,,5648 Powell Course Suite 308,Rodriguezberg,MD,40215,1982-06-17,43,1,TERMINATED
1766832563,Barbara,Conway,Barbara Conway,barbara.conway@company.com,company.com,2021-11-08,Business Development Representative,SALES,92455,SENIOR,1766831993,633 Kristin Run,Hawkinshaven,WA,6609,1966-06-10,59,4,ACTIVE
1766832165,Becky,Moore,Becky Moore,becky.moore@company.com,company.com,2020-01-05,Product Analyst,ANALYTICS,46493,JUNIOR,1766831913,240 Donald Islands,Diamondfurt,KS,10803,1990-05-12,35,5,ACTIVE
1766832509,Belinda,Mooney,Belinda Mooney,belinda.mooney@company.com,company.com,2019-08-15,Hr Manager,HR,69097,MID,,943 Thomas Gateway Apt. 895,Hunterport,VA,3971,1967-05-12,58,6,TERMINATED
1766832382,Belinda,Walker,Belinda Walker,belinda.walker@company.com,company.com,2021-06-08,Sales Associate,SALES,121917,SENIOR,1766831932,55934 Michael Ferry,Zacharyview,GU,48215,2001-11-07,24,4,ACTIVE
1766831909,Benjamin,Christian,Benjamin Christian,benjamin.christian@company.com,company.com,2021-01-16,Product Analyst,ANALYTICS,112359,SENIOR,1766831891,375 Richards Fort,West William,AZ,29191,1992-03-06,33,4,ACTIVE
1766831806,Benjamin,Davis,Benjamin Davis,benjamin.davis@company.com,company.com,2018-06-29,Hr Manager,HR,101372,SENIOR,1766831805,17132 Valdez Garden,Rogersbury,RI,22614,1976-10-19,49,7,ACTIVE
1766832681,Benjamin,Donaldson,Benjamin Donaldson,benjamin.donaldson@company.com,company.com,2025-06-24,Sales Manager,SALES,86793,SENIOR,1766832246,005 Susan Plain,Port James,TX,12027,1975-04-07,50,0,ON LEAVE
1766831840,Benjamin,Mosley,Benjamin Mosley,benjamin.mosley@company.com,company.com,2016-05-21,Product Analyst,ANALYTICS,59530,MID,,44971 Thomas Views Suite 592,Nathanielborough,IL,39293,1966-07-06,59,9,ON LEAVE
1766831845,Benjamin,Woods,Benjamin Woods,benjamin.woods@company.com,company.com,2023-01-20,Business Development Representative,SALES,56370,MID,1766831818,313 Heather Stravenue Apt. 557,Millerburgh,PR,34654,1961-01-17,64,2,ON LEAVE
1766832558,Beth,Rodriguez,Beth Rodriguez,beth.rodriguez@company.com,company.com,2019-10-29,Sales Associate,SALES,48019,JUNIOR,1766832202,21034 Garrison Canyon Suite 639,South Luis,DC,42669,1993-07-31,32,6,ON LEAVE
1766832284,Bethany,Bush,Bethany Bush,bethany.bush@company.com,company.com,2023-06-18,Data Analyst,ANALYTICS,44752,JUNIOR,1766831835,8971 Edwards Glen,Burtonton,VI,62195,1996-11-15,29,2,ACTIVE
1766832698,Betty,Bates,Betty Bates,betty.bates@company.com,company.com,2024-12-15,Learning & Development Lead,HR,71009,MID,,916 Krueger Squares Apt. 238,Gregoryfort,ND,72235,1978-08-01,47,1,ACTIVE
1766832559,Billy,Woodard,Billy Woodard,billy.woodard@company.com,company.com,2023-11-29,Systems Administrator,IT,91990,SENIOR,1766832046,6315 Ross Crescent Suite 276,New Nicolebury,TN,37868,1970-02-14,55,2,ACTIVE
1766832555,Brandi,Campbell,Brandi Campbell,brandi.campbell@company.com,company.com,2016-08-22,Account Executive,SALES,79454,MID,1766831920,570 Graves Stream,West April,OK,58655,1960-02-15,65,9,ACTIVE
1766832336,Brandi,Poole,Brandi Poole,brandi.poole@company.com,company.com,2018-04-13,Devops Engineer,IT,80519,SENIOR,1766832156,231 Katrina Ranch,New Barbaraberg,MP,61794,1973-03-08,52,7,TERMINATED
1766831874,Brandon,Butler,Brandon Butler,brandon.butler@company.com,company.com,2016-09-23,Sales Manager,SALES,52356,MID,1766831835,0123 Chad Wells,Lake Michaelside,AZ,28337,1999-08-23,26,9,ACTIVE
1766832220,Brandon,Combs,Brandon Combs,brandon.combs@company.com,company.com,2018-03-19,Talent Acquisition Specialist,HR,149377,SENIOR,1766831892,883 Richard Points Suite 149,West Paul,WV,17639,1968-11-06,57,7,ACTIVE
1766832483,Brandon,Garcia,Brandon Garcia,brandon.garcia@company.com,company.com,2024-04-26,Hr Assistant,HR,42967,JUNIOR,1766832158,98968 Allison Loop,New Jenniferville,KS,96290,1971-06-23,54,1,ACTIVE
1766832282,Brandy,White,Brandy White,brandy.white@company.com,company.com,2022-09-05,Talent Acquisition Specialist,HR,115083,SENIOR,1766831866,6291 Long Extension Apt. 062,East Vincentfurt,AL,78527,1964-08-30,61,3,TERMINATED
1766832066,Brenda,Collins,Brenda Collins,brenda.collins@company.com,company.com,2019-02-05,Learning & Development Lead,HR,65142,MID,1766831857,449 Blackwell Inlet,Port Daniel,ME,12918,1985-10-19,40,6,TERMINATED
1766832293,Brenda,Hodge,Brenda Hodge,brenda.hodge@company.com,company.com,2022-06-27,Product Analyst,ANALYTICS,51567,MID,,56531 Robert Place Apt. 318,North Holly,OH,98610,1981-04-01,44,3,ACTIVE
1766832560,Brenda,Wolf,Brenda Wolf,brenda.wolf@company.com,company.com,2021-11-10,Analytics Manager,ANALYTICS,103519,SENIOR,1766832174,180 Jessica Dam,Campbellland,KS,44220,2003-11-28,22,4,TERMINATED
1766831943,Brent,Aguirre,Brent Aguirre,brent.aguirre@company.com,company.com,2025-06-11,Systems Administrator,IT,105556,SENIOR,1766831903,3527 Mendez Trail,South Nicholas,IL,69824,2002-10-15,23,0,ACTIVE
1766832550,Brent,Johnson,Brent Johnson,brent.johnson@company.com,company.com,2022-05-14,Analytics Manager,ANALYTICS,70433,MID,1766832026,4265 Valerie Valley,Doughertyfurt,NM,69549,1971-04-11,54,3,ACTIVE
1766832075,Brian,Lara,Brian Lara,brian.lara@company.com,company.com,2016-10-23,Data Analyst,ANALYTICS,149369,SENIOR,10750,1728 Michael Route Suite 753,Lake Jerryborough,HI,56308,1980-09-16,45,9,ACTIVE
1766831989,Brian,Thomas,Brian Thomas,brian.thomas@company.com,company.com,2019-06-23,Account Executive,SALES,52914,MID,1766831963,5028 Alec Camp,Cardenasshire,PA,10544,1970-05-13,55,6,TERMINATED
1766832779,Brianna,Martin,Brianna Martin,brianna.martin@company.com,company.com,2025-04-30,Hr Manager,HR,142777,SENIOR,1766832108,85407 Jonathan Loop,Julieville,CA,34808,1998-06-02,27,0,ACTIVE
1766832404,Bridget,Cruz,Bridget Cruz,bridget.cruz@company.com,company.com,2016-08-22,Hr Generalist,HR,90201,SENIOR,1766832374,100 Craig Tunnel Suite 513,North Dominicstad,GA,66014,1995-10-08,30,9,ON LEAVE
1766832661,Brittany,Cowan,Brittany Cowan,brittany.cowan@company.com,company.com,2023-09-20,Sales Operations Analyst,SALES,61548,MID,1766832022,28316 Hunter Fort,Ericachester,NC,93804,1983-05-23,42,2,TERMINATED
1766832358,Brittany,Wright,Brittany Wright,brittany.wright@company.com,company.com,2024-08-22,Business Development Representative,SALES,99833,SENIOR,10756,59101 Webster Corner,Fullerfort,KY,55049,1992-06-24,33,1,TERMINATED
1766832495,Bruce,Bryant,Bruce Bryant,bruce.bryant@company.com,company.com,2018-12-24,It Support Specialist,IT,50637,MID,,296 Lawson Street,Lake Susan,MT,37785,1977-08-22,48,7,TERMINATED
1766832349,Bryan,Long,Bryan Long,bryan.long@company.com,company.com,2025-10-03,Sales Operations Analyst,SALES,89264,SENIOR,,356 Katherine Track Apt. 621,Baileymouth,GU,88131,1974-08-21,51,0,TERMINATED
1766832167,Caitlyn,Robertson,Caitlyn Robertson,caitlyn.robertson@company.com,company.com,2019-07-22,Hr Generalist,HR,107410,SENIOR,1766832143,206 Ruiz Fort Apt. 255,North Regina,VI,75836,1994-09-20,31,6,ACTIVE
1766832726,Caleb,Mccoy,Caleb Mccoy,caleb.mccoy@company.com,company.com,2022-07-19,Sales Associate,SALES,145974,SENIOR,1766831857,156 Lyons Extensions,Fletcherville,GA,49665,1993-11-16,32,3,ON LEAVE
1766832223,Carl,Hamilton,Carl Hamilton,carl.hamilton@company.com,company.com,2021-02-03,Security Analyst,IT,88086,SENIOR,1766832145,417 Ronald Neck Suite 854,Robertton,VI,2855,1980-02-28,45,4,ACTIVE
1766832410,Carl,Smith,Carl Smith,carl.smith@company.com,company.com,2017-07-22,Business Intelligence Analyst,ANALYTICS,65909,MID,1766831860,94975 Jean Pike Apt. 374,Wardfurt,NH,95088,1997-07-23,28,8,ACTIVE
1766832025,Carl,Wright,Carl Wright,carl.wright@company.com,company.com,2016-05-28,Hr Manager,HR,115161,SENIOR,,88693 Sherman Skyway Suite 210,Lake Davidfort,UT,67048,1963-06-14,62,9,ON LEAVE
1766832581,Carla,Nguyen,Carla Nguyen,carla.nguyen@company.com,company.com,2019-06-18,Systems Administrator,IT,47858,JUNIOR,1766832239,9191 Gabriela Street Apt. 644,Port Brandi,KY,94009,1962-01-03,63,6,TERMINATED
1766832359,Carlos,Young,Carlos Young,carlos.young@company.com,company.com,2017-11-06,Sales Operations Analyst,SALES,84763,SENIOR,1766832058,591 Thomas Branch,Ashleychester,MH,80632,1990-08-14,35,8,ON LEAVE
1766832269,Carmen,Riley,Carmen Riley,carmen.riley@company.com,company.com,2018-06-23,Business Intelligence Analyst,ANALYTICS,101262,SENIOR,1766832239,8844 Danielle Ridge,Marctown,ID,52359,1967-09-09,58,7,ACTIVE
1766831843,Carol,Moore,Carol Moore,carol.moore@company.com,company.com,2025-10-23,Account Executive,SALES,121313,SENIOR,1766831818,8086 Wilson Skyway,Fullerview,OK,16684,1993-02-05,32,0,ACTIVE
1766832439,Carol,Norris,Carol Norris,carol.norris@company.com,company.com,2024-08-09,Sales Operations Analyst,SALES,106828,SENIOR,1766832407,724 Ferguson Overpass,Williamborough,PR,24471,1969-01-10,56,1,ACTIVE
1766832727,Carol,Rodriguez,Carol Rodriguez,carol.rodriguez@company.com,company.com,2024-02-08,It Manager,IT,75783,MID,,71273 Gardner Row Suite 646,South Jane,NV,80749,1975-08-24,50,1,ACTIVE
